Ensembl ID	Gene name	logFC	H3K79me2 GB Coverage
ENSMUSG00000041406	BC055324	-0.358386237836023	0.0316265
ENSMUSG00000002266	Zim1	-0.358115639955552	0.1906915
ENSMUSG00000030760	Acer3	-0.358104523732663	0.04803605
ENSMUSG00000001440	Kpnb1	-0.358092720099067	0.5097805
ENSMUSG00000031438	Rnf128	-0.357940377469601	0.2674495
ENSMUSG00000003809	Gcdh	-0.357906817908419	0.0
ENSMUSG00000019988	Nedd1	-0.357865612879076	0.246981
ENSMUSG00000016018	Mtrex	-0.357801669691836	0.140177449999999
ENSMUSG00000024352	Spata24	-0.357794224243497	0.357584499999999
ENSMUSG00000059409	Ppp2r5d	-0.357658315977276	0.553795
ENSMUSG00000031511	Arhgef7	-0.35753370581131	0.5961265
ENSMUSG00000068922	Msto1	-0.357433551873581	0.3525805
ENSMUSG00000028882	Ppp1r8	-0.357368044240139	0.4342405
ENSMUSG00000078765	U2af1l4	-0.357334636822102	0.4007265
ENSMUSG00000025962	Fastkd2	-0.35732992954916	0.1778348
ENSMUSG00000042607	Asb4	-0.357241317617944	0.188861
ENSMUSG00000025745	Hadha	-0.357237745390495	0.370086
ENSMUSG00000030357	Fkbp4	-0.357066575725777	0.484904499999999
ENSMUSG00000023034	Nr4a1	-0.357041728816692	0.409071
ENSMUSG00000024687	Osbp	-0.35695774997966	0.479411999999999
ENSMUSG00000029111	Nelfa	-0.356621889321469	0.3740585
ENSMUSG00000037169	Mycn	-0.356144746856868	0.754466
ENSMUSG00000022517	Mgrn1	-0.356098968698978	0.443821
ENSMUSG00000031939	Taf1d	-0.35605089662942	0.549499
ENSMUSG00000045252	Zfp574	-0.356028063980473	0.500046
ENSMUSG00000048445	Ccdc57	-0.356007216884287	0.06432405
ENSMUSG00000039652	Cpeb3	-0.355667145740361	0.6566055
ENSMUSG00000047875	Gpr157	-0.355565295245142	0.5504765
ENSMUSG00000031976	Urb2	-0.355520623815549	0.2029225
ENSMUSG00000038535	Zfp280d	-0.355487405120298	0.35612
ENSMUSG00000018809	Smyd4	-0.355446401349389	0.223011
ENSMUSG00000026918	Brd3	-0.355394242877234	0.2185585
ENSMUSG00000011752	Pgam1	-0.355385639311923	0.797789
ENSMUSG00000018076	Med13l	-0.355324122845773	0.520751
ENSMUSG00000022186	Oxct1	-0.355095491232049	0.237706
ENSMUSG00000028463	Car9	-0.354891022883188	0.0724425
ENSMUSG00000038545	Cul7	-0.354805187345201	0.3899705
ENSMUSG00000023990	Tfeb	-0.354801370675213	0.625059
ENSMUSG00000007827	Ankrd26	-0.354710112468063	0.0
ENSMUSG00000038954	Supt3	-0.3546935697422	0.1211044
ENSMUSG00000027498	Cstf1	-0.354511410748813	0.399557999999999
ENSMUSG00000060950	Trmt61a	-0.354335657547113	0.341842
ENSMUSG00000017264	Exosc10	-0.354259193239141	0.10570215
ENSMUSG00000032481	Smarcc1	-0.354249446215375	0.268076
ENSMUSG00000026307	Scly	-0.354171621946534	0.04905885
ENSMUSG00000041241	Mul1	-0.354075026943271	0.649176999999999
ENSMUSG00000033697	Arhgap39	-0.354064229026266	0.323965
ENSMUSG00000024902	Mrpl11	-0.354054137215266	0.1147745
ENSMUSG00000029001	Fbxo44	-0.354033766101076	0.0906545
ENSMUSG00000025137	Pcyt2	-0.353989769499703	0.478726
ENSMUSG00000007338	Mrpl49	-0.353924069792482	0.6508165
ENSMUSG00000029171	Pgm2	-0.353743095142259	0.0300548
ENSMUSG00000028560	Usp1	-0.353635883319126	0.470172
ENSMUSG00000028973	Abcb8	-0.353493375585535	0.252654
ENSMUSG00000023025	Larp4	-0.353396316845028	0.458936
ENSMUSG00000039345	Mettl22	-0.353335267184546	0.0572195
ENSMUSG00000044442	N6amt1	-0.353324398626174	0.1501235
ENSMUSG00000038342	Mlxip	-0.353296777522303	0.434046
ENSMUSG00000043398	Gpr135	-0.353279235845828	0.00079365
ENSMUSG00000027067	Ssrp1	-0.353278736449327	0.3000205
ENSMUSG00000040841	Six5	-0.353202745863418	0.6833925
ENSMUSG00000063316	Rpl27	-0.353067917223851	0.653311
ENSMUSG00000018599	Mief2	-0.352994394609227	0.55325
ENSMUSG00000020988	L2hgdh	-0.352976775343153	0.0473128
ENSMUSG00000020740	Gga3	-0.352811176603977	0.396297499999999
ENSMUSG00000032400	Zwilch	-0.352720082615526	0.02764105
ENSMUSG00000030759	Far1	-0.352620401358656	0.3355955
ENSMUSG00000027306	Nusap1	-0.35260172340245	0.246927
ENSMUSG00000033102	Cdc14b	-0.352560579807835	0.2607095
ENSMUSG00000041801	Phlda3	-0.352437508189704	0.672797
ENSMUSG00000028948	Nol9	-0.352336279546508	0.2308335
ENSMUSG00000032480	Dhx30	-0.352079264575347	0.3038105
ENSMUSG00000010064	Slc38a3	-0.351838172587547	0.01288565
ENSMUSG00000030752	Kdm8	-0.351753483159774	0.0870468
ENSMUSG00000015882	Lcorl	-0.351697777748115	0.2824165
ENSMUSG00000047417	Rexo1	-0.351501949582391	0.405955
ENSMUSG00000049354	Dcaf7	-0.351225825740126	0.369905999999999
ENSMUSG00000032740	Ccdc88a	-0.350859382585373	0.202091
ENSMUSG00000051331	Cacna1c	-0.350841876203165	0.56394
ENSMUSG00000022748	Cmss1	-0.350821847522537	0.227494
ENSMUSG00000048142	Nat8l	-0.350770588404437	0.069566
ENSMUSG00000029191	Rfc1	-0.350731677341557	0.2495765
ENSMUSG00000043301	Kcnj6	-0.350346753627305	0.0
ENSMUSG00000040721	Zfhx2	-0.350292132595053	0.0245142
ENSMUSG00000040594	Ranbp17	-0.350259346936198	0.0
ENSMUSG00000030722	Nfatc2ip	-0.350244242323516	0.04220685
ENSMUSG00000027374	Mrps5	-0.350095016730656	0.13007475
ENSMUSG00000026211	Obsl1	-0.350087897443337	0.326714
ENSMUSG00000024527	Afg3l2	-0.349796029045545	0.372627
ENSMUSG00000025816	Sec61a2	-0.349794467759364	0.296306
ENSMUSG00000041130	Zfp598	-0.349770899115932	0.4570965
ENSMUSG00000043639	Rbm20	-0.349580260045352	0.700345
ENSMUSG00000037820	Tgm2	-0.349465828089437	0.469336
ENSMUSG00000040250	Ints13	-0.349352094818722	0.363406
ENSMUSG00000055531	Cpsf6	-0.349269941748391	0.532609
ENSMUSG00000026308	Klhl30	-0.34916334269179	0.456495
ENSMUSG00000043587	Pxylp1	-0.349074286587065	0.440311
ENSMUSG00000034342	Cbl	-0.3490339771336	0.5414665
ENSMUSG00000020697	Lig3	-0.348805801470139	0.13193355
ENSMUSG00000005980	Dnase1	-0.348218491253643	0.0494648
ENSMUSG00000071660	Ttc9c	-0.348215687061876	0.5039965
ENSMUSG00000018770	Atp5g3	-0.348157428497117	0.7020835
ENSMUSG00000024732	Ccdc86	-0.348062820555702	0.3573725
ENSMUSG00000025086	Trub1	-0.347943254176519	0.243240499999999
ENSMUSG00000032615	Nt5m	-0.347820535743181	0.3317035
ENSMUSG00000035478	Mbd3	-0.347759163126455	0.535938
ENSMUSG00000039530	Tusc3	-0.347746892476234	0.359013
ENSMUSG00000063931	Pepd	-0.347722440700818	0.09204275
ENSMUSG00000022557	Bop1	-0.347447638075411	0.355922
ENSMUSG00000032294	Pkm	-0.347357476672068	0.653880999999999
ENSMUSG00000062198	2700097O09Rik	-0.347222526753857	0.3509145
ENSMUSG00000052833	Sae1	-0.347206901833605	0.428255
ENSMUSG00000030956	Fam53b	-0.347113295866093	0.536231
ENSMUSG00000022634	Yaf2	-0.347062554642124	0.6302365
ENSMUSG00000027650	Tti1	-0.347030405159675	0.363888499999999
ENSMUSG00000026134	Prim2	-0.346894804096297	0.1227833
ENSMUSG00000030007	Cct7	-0.346835779229816	0.455017
ENSMUSG00000028975	Pex14	-0.346804660136616	0.544046
ENSMUSG00000021068	Nin	-0.34676240745555	0.1131224
ENSMUSG00000035629	Rubcn	-0.346742432837321	0.484464499999999
ENSMUSG00000014496	Ankrd28	-0.346688608090485	0.395484
ENSMUSG00000036864	Proser3	-0.346577648606242	0.13964
ENSMUSG00000021188	Trip11	-0.346537661099519	0.282304
ENSMUSG00000051343	Rab11fip5	-0.346467416164585	0.6743
ENSMUSG00000057842	Zfp595	-0.346402834355908	0.065422
ENSMUSG00000020532	Acaca	-0.346342085186014	0.02728325
ENSMUSG00000001155	Ftcd	-0.346268015931305	0.09539835
ENSMUSG00000033720	Sfxn5	-0.346210297495387	7.06e-05
ENSMUSG00000028333	Anp32b	-0.346195124197415	0.628999
ENSMUSG00000028910	Mecr	-0.346051269894453	0.1830405
ENSMUSG00000070808	Bicra	-0.345936024984253	0.5471585
ENSMUSG00000060679	Mrps9	-0.345901426978779	0.3916825
ENSMUSG00000029338	Antxr2	-0.345813700584946	0.4330265
ENSMUSG00000061360	Phf5a	-0.345719516743199	0.5179245
ENSMUSG00000003680	Taf6l	-0.345672817784391	0.2030005
ENSMUSG00000024118	Tedc2	-0.345667548523596	0.0863229
ENSMUSG00000020300	Cpeb4	-0.345512043582669	0.561719499999999
ENSMUSG00000049327	Kmt5a	-0.345436867893359	0.4995085
ENSMUSG00000048668	Rhno1	-0.345398080048729	0.520720499999999
ENSMUSG00000022706	Mrpl40	-0.345107925323606	0.3398345
ENSMUSG00000027331	Knstrn	-0.345091499561348	0.0406958
ENSMUSG00000039703	Nploc4	-0.344934247583904	0.4360385
ENSMUSG00000021466	Ptch1	-0.344906982195833	0.335762
ENSMUSG00000029147	Ppm1g	-0.34472796850416	0.557728999999999
ENSMUSG00000003423	Pih1d1	-0.344699757325744	0.0523165
ENSMUSG00000063480	Snu13	-0.344510474196433	0.596409
ENSMUSG00000026434	Nucks1	-0.344447910847677	0.47208
ENSMUSG00000051851	Rtl8c	-0.344392743843655	0.3441395
ENSMUSG00000031434	Morc4	-0.344390938511637	0.09053655
ENSMUSG00000071711	Mpst	-0.344271298067555	0.164912
ENSMUSG00000028107	Tars2	-0.344065682498494	0.06284905
ENSMUSG00000025651	Uqcrc1	-0.343983431408918	0.571973
ENSMUSG00000030246	Ldhb	-0.343939717801547	0.6019255
ENSMUSG00000026278	Bok	-0.343900803047451	0.310886
ENSMUSG00000001707	Eef1e1	-0.343649274297037	0.276932499999999
ENSMUSG00000021266	Wars	-0.343588519588321	0.0766293
ENSMUSG00000037750	Fam222b	-0.343529172096587	0.6672685
ENSMUSG00000020430	Pes1	-0.343514851515574	0.2090455
ENSMUSG00000060675	Plaat3	-0.343441569309902	0.4847525
ENSMUSG00000021226	Acot2	-0.343378629798556	0.5709295
ENSMUSG00000019961	Tmpo	-0.343248881298496	0.6278115
ENSMUSG00000040661	Rad54l2	-0.343175494290012	0.331629
ENSMUSG00000035378	Shq1	-0.342890468974416	0.01425145
ENSMUSG00000026974	Zmynd19	-0.342846651051998	0.2824
ENSMUSG00000022983	Scaf4	-0.342841500328941	0.4571945
ENSMUSG00000031371	Haus7	-0.342803880182841	0.135527
ENSMUSG00000037896	Rcor1	-0.342642527625867	0.578301
ENSMUSG00000046562	Unc119b	-0.342572640941474	0.3429505
ENSMUSG00000016257	Prelid3b	-0.342379794800921	0.6444165
ENSMUSG00000024054	Smchd1	-0.342355503165201	0.1718045
ENSMUSG00000051329	Nup160	-0.342249693128001	0.0030534
ENSMUSG00000051232	Tmem199	-0.342227662107844	0.12925
ENSMUSG00000097277	2900076A07Rik	-0.342172685803117	0.6031575
ENSMUSG00000002343	Armc6	-0.342171628712852	0.12504395
ENSMUSG00000022412	Mief1	-0.341775396364105	0.558231
ENSMUSG00000028979	Masp2	-0.341746011912623	0.2951875
ENSMUSG00000033752	Mnd1	-0.341737882994135	0.0
ENSMUSG00000020832	Eral1	-0.341735656576808	0.2047655
ENSMUSG00000004319	Clcn3	-0.341647174501203	0.50995
ENSMUSG00000028233	Tgs1	-0.341459431077552	0.11916415
ENSMUSG00000033099	Nol12	-0.341340369231335	0.0939583
ENSMUSG00000045319	Proser2	-0.341271956088693	0.489848
ENSMUSG00000042369	Rbm45	-0.341265889245393	0.302829
ENSMUSG00000078713	Tomm5	-0.341163380426377	0.768662
ENSMUSG00000037349	Nudt22	-0.341123713646629	0.588387
ENSMUSG00000097715	Gpr137b-ps	-0.340932726315489	0.208974499999999
ENSMUSG00000029167	Ppargc1a	-0.340840671044595	0.5962925
ENSMUSG00000032044	Rpusd4	-0.340676118298615	0.1654505
ENSMUSG00000097052	Snora43	-0.340523857731892	0.8021585
ENSMUSG00000052533	Nup188	-0.340237642344039	0.1514255
ENSMUSG00000014426	Map3k4	-0.340130635320401	0.367317
ENSMUSG00000026153	Fam135a	-0.340130562961204	0.208546
ENSMUSG00000040723	Rcsd1	-0.340058549894472	0.569859
ENSMUSG00000007877	Tcap	-0.340020242635891	0.7204725
ENSMUSG00000038510	Rpf2	-0.339953990760446	0.2785295
ENSMUSG00000037148	Arhgap10	-0.339844485515905	0.371444
ENSMUSG00000022329	Stk3	-0.339804673727905	0.11368335
ENSMUSG00000057388	Mrpl18	-0.339739125034974	0.6921155
ENSMUSG00000062075	Lmnb2	-0.339509205952867	0.2865105
ENSMUSG00000008690	Ncaph2	-0.339099851132907	0.4046935
ENSMUSG00000048537	Phldb1	-0.338991377009814	0.153625
ENSMUSG00000015943	Bola1	-0.338937961463046	0.0172347
ENSMUSG00000094936	Rbm4	-0.33892719865558	0.6815485
ENSMUSG00000071078	Nr2c2ap	-0.33873873998568	0.5997105
ENSMUSG00000022956	Atp5o	-0.338686787209748	0.6428795
ENSMUSG00000071757	Zhx2	-0.338645428577862	0.4061085
ENSMUSG00000001036	Epn2	-0.338612502740085	0.5342575
ENSMUSG00000048503	Tlcd5	-0.338577385338162	0.5370535
ENSMUSG00000029577	Ube3b	-0.338384094895667	0.166001
ENSMUSG00000073542	Cep76	-0.338375540242631	0.139886049999999
ENSMUSG00000039183	Nubp2	-0.338295919983151	0.107649
ENSMUSG00000025869	Nop16	-0.338170332771469	0.34956
ENSMUSG00000001909	Trmt1	-0.338068033186692	0.2178565
ENSMUSG00000033083	Tbc1d4	-0.338044174230148	0.476581
ENSMUSG00000026604	Ptpn14	-0.337973520723629	0.4131835
ENSMUSG00000020721	Helz	-0.337959548473288	0.306127
ENSMUSG00000037523	Mavs	-0.337725734871085	0.3044115
ENSMUSG00000028820	Sfpq	-0.337700565669763	0.6534095
ENSMUSG00000021374	Nup153	-0.337686744226234	0.586653499999999
ENSMUSG00000038812	Trmt112	-0.337665290138439	0.14312115
ENSMUSG00000098488	Pla2g4b	-0.337221498055165	0.0
ENSMUSG00000030612	Mrpl46	-0.337044698451332	0.291466
ENSMUSG00000040018	Cox15	-0.336996572711189	0.01823065
ENSMUSG00000019907	Ppp1r12a	-0.336810769739369	0.535839
ENSMUSG00000034826	Nup54	-0.336805099552089	0.3519055
ENSMUSG00000050947	Amigo1	-0.336785306115524	0.431451999999999
ENSMUSG00000090523	Gypc	-0.336629158011788	0.5116045
ENSMUSG00000039956	Mrap	-0.336540629900568	0.3716645
ENSMUSG00000020744	Slc25a19	-0.336466536870056	0.3158025
ENSMUSG00000035198	Tubg1	-0.336396711223454	0.3359305
ENSMUSG00000058503	Fam133b	-0.336252693430476	0.4271
ENSMUSG00000019841	Rev3l	-0.336241770066382	0.288024
ENSMUSG00000049323	Smcr8	-0.336060731075817	0.738248
ENSMUSG00000036565	Ttyh3	-0.336047295606403	0.430976
ENSMUSG00000007989	Fzd3	-0.336039139229514	0.264843
ENSMUSG00000026709	Dars2	-0.335629745545232	0.0
ENSMUSG00000029804	Herc3	-0.335605662100242	0.4159995
ENSMUSG00000011257	Pabpc4	-0.335591197631974	0.245974
ENSMUSG00000028811	Yars	-0.335377379894269	0.1271276
ENSMUSG00000003031	Cdkn1b	-0.335281269626596	0.671426
ENSMUSG00000028990	Lzic	-0.335242044754896	0.298950999999999
ENSMUSG00000002767	Mrpl2	-0.335129841745012	0.444132
ENSMUSG00000055430	Nap1l5	-0.334764871331141	0.1258135
ENSMUSG00000038418	Egr1	-0.334373797724683	0.063735
ENSMUSG00000038628	Polr3k	-0.334131261943646	0.2566215
ENSMUSG00000058355	Abce1	-0.33398734306301	0.267194999999999
ENSMUSG00000037174	Elf2	-0.333941755161971	0.6103715
ENSMUSG00000026820	Ptges2	-0.333839835483531	0.3244405
ENSMUSG00000024525	Impa2	-0.333739919241833	0.470439
ENSMUSG00000020737	Jpt1	-0.333709322038288	0.700674999999999
ENSMUSG00000061904	Slc25a3	-0.333692006759095	0.701042
ENSMUSG00000038374	Rbm8a	-0.333503040619333	0.622441
ENSMUSG00000040263	Klhdc4	-0.33348367833308	0.368523999999999
ENSMUSG00000037531	Mrpl47	-0.333300931889464	0.3076415
ENSMUSG00000058392	Rrp1b	-0.333296508106786	0.251569
ENSMUSG00000025393	Atp5b	-0.333254457017101	0.676358999999999
ENSMUSG00000020451	Limk2	-0.332866410304674	0.256537
ENSMUSG00000020462	Cfap36	-0.332827577115842	0.248396
ENSMUSG00000039515	Ptpa	-0.332571976397302	0.554898
ENSMUSG00000032560	Dnajc13	-0.332352115811646	0.170436
ENSMUSG00000030880	Polr3e	-0.332251611217532	0.227710499999999
ENSMUSG00000041528	Rnf123	-0.33222462832985	0.0754878
ENSMUSG00000039987	Phtf2	-0.332064356612353	0.4324895
ENSMUSG00000022178	Ajuba	-0.332008783925673	0.6191135
ENSMUSG00000018287	Spag7	-0.331622133155673	0.549061
ENSMUSG00000042426	Dhx29	-0.331403321100576	0.0
ENSMUSG00000039218	Srrm2	-0.331212035175375	0.467947499999999
ENSMUSG00000063884	Ptcd3	-0.331003593888376	0.3100705
ENSMUSG00000001999	Blvra	-0.330965682018048	0.101968
ENSMUSG00000021133	Susd6	-0.330775221554201	0.611391
ENSMUSG00000028247	Coq3	-0.330773145138351	0.2327795
ENSMUSG00000000532	Acvr1b	-0.330745574624859	0.4575065
ENSMUSG00000000171	Sdhd	-0.330551694950037	0.6858235
ENSMUSG00000002748	Baz1b	-0.330511619230719	0.502420499999999
ENSMUSG00000032998	Foxj3	-0.330320996060311	0.630211
ENSMUSG00000047466	8030462N17Rik	-0.330301337300197	0.629166
ENSMUSG00000062232	Rapgef2	-0.330135783892674	0.570697999999999
ENSMUSG00000027540	Ptpn1	-0.330100983478929	0.4884535
ENSMUSG00000075271	Ttc30a1	-0.330012721658395	0.337409
ENSMUSG00000037364	Srrt	-0.32995626255339	0.4841285
ENSMUSG00000055320	Tead1	-0.329809453076897	0.644856499999999
ENSMUSG00000036371	Serbp1	-0.329706283871099	0.2889645
ENSMUSG00000066036	Ubr4	-0.329684120430356	0.08691765
ENSMUSG00000024955	Esrra	-0.329638497226657	0.666145
ENSMUSG00000040481	Bptf	-0.329402394742696	0.511722
ENSMUSG00000005442	Cic	-0.329356572990036	0.521374999999999
ENSMUSG00000031605	Klhl2	-0.329289896829682	0.259726499999999
ENSMUSG00000025316	Banp	-0.32926224623164	0.327101
ENSMUSG00000045095	Magi1	-0.329214657185845	0.5247345
ENSMUSG00000020453	Patz1	-0.329159018548878	0.639807
ENSMUSG00000028089	Chd1l	-0.329108074878026	0.04028345
ENSMUSG00000028540	Dph2	-0.329097968336248	0.167699
ENSMUSG00000022191	Drosha	-0.328801634340599	0.09759065
ENSMUSG00000004393	Ddx56	-0.328764897691722	0.325898
ENSMUSG00000006519	Cyba	-0.328625276459043	0.2756595
ENSMUSG00000026842	Abl1	-0.328566517071605	0.6246115
ENSMUSG00000040097	Flywch1	-0.328561371456525	0.181951
ENSMUSG00000041476	Smpx	-0.328529383075016	0.6662565
ENSMUSG00000033009	Ogfod1	-0.328509003710516	0.0787982
ENSMUSG00000015806	Qdpr	-0.328389696474911	0.2374505
ENSMUSG00000061393	Acvr2b	-0.328368316388813	0.5720235
ENSMUSG00000029776	Hibadh	-0.328295715264878	0.424481
ENSMUSG00000028840	Zfp593	-0.328207701349219	0.3769535
ENSMUSG00000029202	Pds5a	-0.328072740161784	0.463345499999999
ENSMUSG00000006464	Bbs1	-0.327748499824514	0.0
ENSMUSG00000055932	Fto	-0.327696277508823	0.405493
ENSMUSG00000037761	Actr5	-0.327641712971432	0.07410655
ENSMUSG00000064949	Snora61	-0.327617809645199	0.296154
ENSMUSG00000038611	Phrf1	-0.327579226881981	0.392808
ENSMUSG00000056267	Cep70	-0.327347237158016	0.0735385
ENSMUSG00000021895	Arhgef3	-0.327314032921966	0.286313999999999
ENSMUSG00000004642	Slbp	-0.327239797422086	0.545225499999999
ENSMUSG00000042660	Wdr55	-0.326974255420214	0.413533999999999
ENSMUSG00000059183	Mtfmt	-0.326970114639906	0.1014299
ENSMUSG00000009406	Elk1	-0.32696395106012	0.259556
ENSMUSG00000028126	Pip5k1a	-0.326937202948573	0.4795045
ENSMUSG00000025047	Pdcd11	-0.326793954816798	0.0891894999999999
ENSMUSG00000039842	Mcph1	-0.326681837573119	0.175679
ENSMUSG00000013833	Med16	-0.326457542103359	0.1490575
ENSMUSG00000035828	Pim3	-0.325983667911884	0.6906245
ENSMUSG00000025041	Nt5c2	-0.32594756065861	0.352223
ENSMUSG00000057469	E2f6	-0.325869044882484	0.2778145
ENSMUSG00000020783	Ncbp3	-0.32586414902467	0.374756
ENSMUSG00000042548	Asxl1	-0.325787217630161	0.577571
ENSMUSG00000021457	Syk	-0.325776963919113	0.199604
ENSMUSG00000048109	Rbm15	-0.325551191700416	0.590754999999999
ENSMUSG00000031387	Renbp	-0.325230233160308	0.15990825
ENSMUSG00000102222	Pcdhga10	-0.325188441797889	0.548998
ENSMUSG00000026812	Tsc1	-0.325023102777093	0.1880355
ENSMUSG00000020843	Timm22	-0.32499489072481	0.414249
ENSMUSG00000087368	BC065397	-0.324881016536642	0.0273233
ENSMUSG00000036550	Cnot1	-0.324800333233206	0.556423
ENSMUSG00000012483	Rpa3	-0.324723510924375	0.649783999999999
ENSMUSG00000031592	Pcm1	-0.32444655110962	0.402579
ENSMUSG00000068663	Clec16a	-0.324418114236086	0.08665915
ENSMUSG00000026305	Lrrfip1	-0.324296145291629	0.6545445
ENSMUSG00000062580	Timm17a	-0.324264158392995	0.528439
ENSMUSG00000030400	Ercc2	-0.324206607919638	0.14892225
ENSMUSG00000046605	B3gntl1	-0.324148554894235	0.0871797
ENSMUSG00000031533	Mrps31	-0.323896049981422	0.278148
ENSMUSG00000036826	Igflr1	-0.323862242237182	0.1119875
ENSMUSG00000005161	Prdx2	-0.323559729871514	0.509050999999999
ENSMUSG00000032018	Sc5d	-0.323558414295342	0.190768
ENSMUSG00000078670	Fam174b	-0.323497222199918	0.5887955
ENSMUSG00000026980	Ly75	-0.323398655334921	0.0
ENSMUSG00000024985	Tcf7l2	-0.323394550678321	0.514627
ENSMUSG00000038208	Pgap3	-0.323299248418367	0.1494414
ENSMUSG00000034557	Zfyve9	-0.322875979492471	0.2159415
ENSMUSG00000027806	Tsc22d2	-0.322676051663528	0.6212525
ENSMUSG00000022095	Fam160b2	-0.322607063660905	0.322763
ENSMUSG00000066456	Hmgn3	-0.32236356264615	0.444716499999999
ENSMUSG00000076437	Selenoh	-0.322146086304632	0.727185
ENSMUSG00000045482	Trrap	-0.322122425528231	0.10227915
ENSMUSG00000020160	Meis1	-0.322091938696394	0.685372
ENSMUSG00000047656	Trpt1	-0.322060836154028	0.593107
ENSMUSG00000009090	Ap1b1	-0.321966173329624	0.238511
ENSMUSG00000033983	Coil	-0.321932744431694	0.235043999999999
ENSMUSG00000074519	Zfp971	-0.321863770037155	0.553031
ENSMUSG00000022305	Lrp12	-0.321648344855044	0.4938835
ENSMUSG00000043467	Zbtb37	-0.321448175438902	0.412004999999999
ENSMUSG00000075229	Ccdc58	-0.321339692984706	0.544308999999999
ENSMUSG00000028583	Pdpn	-0.32131222033031	0.129489
ENSMUSG00000024059	Clip4	-0.321261306919611	0.3472925
ENSMUSG00000058076	Sdhc	-0.321225158977097	0.538013499999999
ENSMUSG00000032498	Mlh1	-0.320946320807762	0.243217
ENSMUSG00000039682	Lap3	-0.320911941288292	0.1255047
ENSMUSG00000068114	Ccdc134	-0.320874052710166	0.1641229
ENSMUSG00000018379	Srsf1	-0.320810580131839	0.6650475
ENSMUSG00000005533	Igf1r	-0.320769137045848	0.6251095
ENSMUSG00000036880	Acaa2	-0.320727633348751	0.397711999999999
ENSMUSG00000052949	Rnf157	-0.320666046920652	0.0463354
ENSMUSG00000078813	Leng1	-0.320623350996142	0.544227999999999
ENSMUSG00000021102	Glrx5	-0.320569964387331	0.627361
ENSMUSG00000062373	Tmem65	-0.320532952818436	0.6086175
ENSMUSG00000022074	Tnfrsf10b	-0.32038220093739	0.10209575
ENSMUSG00000006542	Prkag3	-0.320378574640892	0.10208755
ENSMUSG00000026867	Gapvd1	-0.320356035588969	0.312287
ENSMUSG00000048170	Mcmbp	-0.320297216610746	0.366485
ENSMUSG00000002280	Ciao3	-0.320179464460063	0.3591085
ENSMUSG00000005566	Trim28	-0.320170690202583	0.1439135
ENSMUSG00000031274	Col4a5	-0.320073721076891	0.1753825
ENSMUSG00000020156	Pwwp3a	-0.319904391035687	0.356325
ENSMUSG00000034024	Cct2	-0.319847323028817	0.592594
ENSMUSG00000001829	Clpb	-0.319792320439284	0.1840735
ENSMUSG00000029073	Cptp	-0.319789395794492	0.15886
ENSMUSG00000035637	Grhpr	-0.319751421834917	0.466381
ENSMUSG00000019432	Ddx39b	-0.319279026838983	0.523993
ENSMUSG00000028467	Gba2	-0.319230976187052	0.538925
ENSMUSG00000049411	Tmem241	-0.319151682046784	0.0
ENSMUSG00000024112	Cacna1h	-0.31895869555812	0.3570645
ENSMUSG00000026260	Ndufa10	-0.318958337894692	0.389114
ENSMUSG00000020775	Mrpl38	-0.318910105059138	0.422859
ENSMUSG00000005354	Txn2	-0.318835993059743	0.482271
ENSMUSG00000023965	Fbxl17	-0.318738786085239	0.270729999999999
ENSMUSG00000024392	Bag6	-0.318527367506394	0.5017705
ENSMUSG00000022503	Nubp1	-0.318482350656928	0.0459098
ENSMUSG00000021959	Lats2	-0.318332287918177	0.522989
